problem_name,count
The lymphatic system supports the immune system by transporting _____ blood cells.,34
The nervous system operates independently of the muscular system in controlling movement.,34
The number of protons in an element determines its reactivity.,34
The period number of an element indicates the number of _____ shells it has.,34
The rock cycle only includes the formation of rocks.,34
The urethra is the tube through which urine is expelled from the body.,34
Transform plate boundaries are most known for their role in creating deep sea trenches.,34
"Understanding shell, orbital, electron cloud, and energy level helps comprehend _____ distribution.",34
Voluntary muscles are those that we can control consciously.,34
"Weathering, erosion, and sedimentation are processes that can transform metamorphic rocks into sedimentary rocks.",34
What are the main components of the cardiovascular system?,34
What describes the cost profile of nuclear power plants?,34
"What does a change in energy in the form of heat, light, or sound usually indicate?",34
What does a chemical change result in?,34
What does a color change in a substance usually signify?,34
What does an increase in temperature during a reaction usually suggest?,34
What does the atomic number of an element indicate?,34
What does the respiratory system primarily function to do?,34
What forces are needed to alter an object's state of motion?,34
What gases are exchanged during breathing?,34
What influences the reactivity of elements?,34
What influences the type of metamorphic rock formed?,34
What is one function of the Urinary System related to electrolytes?,34
What is produced as a result of the filtration process in the Excretory system?,34
What is the role of the diaphragm in the respiratory system?,34
What is the significance of the interaction between the skeletal and nervous systems?,34
What makes geothermal energy renewable?,34
What role does cementation play in the formation of sedimentary rocks?,34
What role does plasma play in the blood?,34
What sustainability issue does nuclear power face?,34
What type of charge do protons carry?,34
"When forces are balanced, an object's motion _____ change.",34
Where are neutrons located in an atom?,34
Which blood vessels are responsible for the exchange of gases like oxygen and carbon dioxide?,34
Which elements make up sodium chloride?,34
Which of the following best describes the appearance of non-metals?,34
Which organs filter blood in the Excretory system?,34
Which statement best describes metalloids?,34
Which system's feedback mechanisms are crucial for maintaining homeostasis?,34
Which two systems are crucial for homeostasis?,34
White blood cells can recognize and target specific _____,34
Why are elements in group 1 highly reactive?,34
Why are igneous rocks often found near volcanic areas?,34
Why do electrons have a different impact on the atom's mass compared to protons and neutrons?,34
Why does temperature increase in some reactions?,34
Why is painting wood considered a physical change?,34
Why is the study of radiation important in fields like environmental science and physics?,34
Wind farms can lead to noise and _____ pollution.,34
_____ is an example of a metalloid.,34
"_____, including arteries, veins, and capillaries, are key components of the cardiovascular system.",34
A chemical equation is unbalanced if it has the same number of each type of atom on both sides.,33
A chemical symbol represents an _____.,33
A coefficient in a chemical formula applies to every atom within that formula.,33
A distance over time graph can show an object's average _____.,33
